gene_symbol,HealthyLungBiopsy_2,HealthyLungBiopsy_1,COVID19Lung_2,COVID19Lung_1
MIR137HG,1,0,0,0
MIR2682,0,0,0,0
MIR137,0,0,0,0
SNX7,300,282,14,1
LOC100129620,0,0,0,0
PALMD,834,53,0,0
MIR548AA1,0,0,0,0
MIR548D1,0,0,0,0
FRRS1,36,47,0,0
AGL,206,135,9,0
SLC35A3,327,320,0,0
SASS6,27,39,0,0
TRMT13,150,281,14,0
LRRC39,20,13,0,0
DBT,169,135,4,0
RTCA,610,516,14,0
MIR553,0,0,0,0
CDC14A,184,636,0,0
GPR88,6,0,0,0
VCAM1,1442,2934,163,5
EXTL2,232,219,13,0
SLC30A7,661,2871,73,0
DPH5,215,331,0,0
S1PR1,6773,16169,276,17
OLFM3,0,0,0,0
DNAJA1P5,0,0,0,0
COL11A1,44,4,0,1
RNPC3,108,169,0,0
AMY2B,411,250,5,0
ACTG1P4,8,13,0,0
AMY2A,0,0,0,0
AMY1A,0,0,0,0
AMY1C,0,0,0,0
AMY1B,0,0,0,0
LOC100129138,0,0,0,0
PRMT6,153,154,0,1
NTNG1,31,23,0,0
VAV3,151,121,17,0
VAV3-AS1,2,1,0,0
SLC25A24,285,683,6,0
NBPF4,0,0,0,0
NBPF6,0,0,0,0
FAM102B,330,373,10,0
HENMT1,107,97,0,0
PRPF38B,1081,2904,21,0
FNDC7,3,8,0,0
STXBP3,436,917,25,0
AKNAD1,11,2,0,0
GPSM2,119,128,3,0
CLCC1,320,768,0,3
WDR47,272,487,10,0
TAF13,10,50,0,0
TMEM167B,1162,4171,103,1
SCARNA2,9,1090,6,1
C1orf194,25,29,14,1
KIAA1324,57,65,7,0
SARS,3345,7883,41,1
CELSR2,36,38,0,0
PSRC1,289,55,0,0
MYBPHL,9,4,0,0
SORT1,2537,701,23,2
PSMA5,1193,5996,67,0
SYPL2,62,77,0,0
ATXN7L2,100,128,0,0
CYB561D1,153,211,0,0
AMIGO1,22,19,0,0
GPR61,3,0,0,0
GNAI3,1362,4375,212,6
MIR197,0,7,0,0
GNAT2,3,14,0,0
AMPD2,445,2734,11,0
GSTM4,593,76,12,0
GSTM2,817,125,0,0
GSTM1,665,3,0,0
GSTM5,655,126,4,3
GSTM3,1503,751,11,0
EPS8L3,0,1,1,0
CSF1,1010,16904,88,5
AHCYL1,1683,5777,98,5
STRIP1,491,1166,3,0
ALX3,39,109,0,0
UBL4B,1,2,0,0
SLC6A17,24,12,2,0
KCNC4,248,123,0,0
RBM15,205,886,10,0
SLC16A4,122,266,13,1
LAMTOR5,1481,3483,117,4
PROK1,0,1,0,0
CYMP,0,4,0,0
KCNA10,0,1,0,0
KCNA2,1,1,0,0
KCNA3,45,173,3,0
CD53,808,4188,1920,96
LRIF1,161,616,7,0
DRAM2,782,1080,80,0
CEPT1,306,1065,45,1
DENND2D,306,1195,60,2
CHI3L2,129,983,482,49
CHIAP2,23,51,0,0
CHIA,93,18,0,0
PIFO,119,164,16,0
PGCP1,0,1,0,0
OVGP1,119,291,0,0
WDR77,494,1750,14,0
C1orf162,2073,446,211,25
ADORA3,123,4,4,0
RAP1A,1933,1802,34,0
DDX20,238,679,7,0
KCND3,4,8,0,0
CTTNBP2NL,730,2713,46,0
MIR4256,0,1,0,0
WNT2B,108,147,0,0
ST7L,378,563,14,6
CAPZA1,2361,6260,1076,31
MOV10,1074,2444,110,10
RHOC,9996,21595,99,8
PPM1J,32,42,0,0
FAM19A3,0,3,0,0
SLC16A1,360,1265,51,0
AKR7A2P1,0,3,0,0
LRIG2,127,245,0,0
LOC643441,27,33,1,0
MAGI3,299,400,20,1
PHTF1,234,499,6,0
RSBN1,347,929,10,0
PTPN22,41,218,5,0
AP4B1-AS1,13,8,0,0
BCL2L15,21,14,0,0
AP4B1,250,394,4,0
DCLRE1B,191,259,0,1
HIPK1,1134,3196,11,0
OLFML3,960,205,18,3
SYT6,0,5,0,0
TRIM33,688,1523,27,2
BCAS2,687,2074,34,0
DENND2C,17,67,3,0
AMPD1,15,2,0,0
NRAS,827,1894,50,0
CSDE1,10415,16266,313,16
SIKE1,328,704,21,0
SYCP1,6,0,0,0
TSHB,0,0,0,0
TSPAN2,279,80,5,0
NGF,30,459,0,0
VANGL1,127,129,0,7
CASQ2,471,50,0,0
NHLH2,6,9,0,0
SLC22A15,57,127,9,0
MAB21L3,3,0,0,0
ATP1A1,7592,13252,81,3
CD58,426,866,26,0
IGSF3,119,5013,12,0
MIR320B1,0,0,0,0
CD2,235,1222,4,0
PTGFRN,269,355,2,0
CD101,67,24,0,0
TTF2,69,352,1,0
MIR942,0,0,0,0
TRIM45,64,173,0,0
VTCN1,13,6,0,0
MAN1A2,71,295,8,0
GDAP2,229,744,10,0
WDR3,488,1844,49,1
SPAG17,7,44,4,0
TBX15,70,1,0,0
WARS2,187,455,20,0
HAO2,0,4,0,0
HSD3B2,0,0,0,0
HSD3B1,0,2,0,0
HSD3BP4,5,55,0,0
LINC00622,32,313,0,0
ZNF697,214,2153,2,0
PHGDH,211,139,1,0
HMGCS2,0,6,0,0
REG4,1,0,0,0
NBPF7,0,0,0,0
ADAM30,0,0,0,0
NOTCH2,904,8508,15,0
FAM72B,5,7,0,0
HIST2H2BA,2,15,0,0
FCGR1B,27,11,17,0
SRGAP2D,0,60,0,0
EMBP1,5,6,5,0
ANKRD20A12P,165,11,0,0
PPIAL4G,0,4,0,0
FAM72D,5,11,0,0
LINC00623,0,1,0,0
PPIAL4C,0,0,0,0
PPIAL4A,0,0,0,0
PFN1P2,21,21,0,0
NBPF9,62,522,0,0
PDE4DIP,656,4575,8,0
SEC22B,756,4756,287,17
NBPF10,89,733,0,0
TXNIP,32784,10642,878,43
POLR3GL,864,455,5,0
ANKRD34A,25,26,0,0
LIX1L,166,330,10,1
RBM8A,2191,6560,62,3
GNRHR2,37,39,7,0
PEX11B,440,492,97,0
ITGA10,412,545,0,0
ANKRD35,193,42,0,0
PIAS3,881,1118,5,0
NUDT17,40,68,0,0
POLR3C,395,940,1,0
RNF115,421,381,27,5
CD160,94,66,0,0
PDZK1,15,11,0,0
GPR89A,94,215,0,0
PDZK1P1,0,0,0,0
NBPF11,0,0,0,0
HYDIN2,1,0,0,0
LOC728989,3,13,0,0
PRKAB2,322,727,7,0
FMO5,75,21,0,0
CHD1L,610,1357,24,0
LINC00624,0,0,0,0
BCL9,202,389,17,0
ACP6,116,136,13,0
GJA5,553,355,3,0
GJA8,2,0,0,0
GPR89B,13,24,0,0
MIR5087,0,0,0,0
NBPF14,133,471,3,1
PPIAL4F,0,0,0,0
PPIAL4D,0,0,0,0
NBPF15,11,112,0,0
PPIAL4E,0,0,0,0
HIST2H2BF,0,44,0,0
FCGR1A,128,67,26,4
HIST2H3D,0,7,0,0
HIST2H4A,0,0,0,0
HIST2H4B,0,0,0,0
HIST2H3C,0,0,0,0
HIST2H3A,0,0,0,0
HIST2H2AA4,0,0,0,0
HIST2H2AA3,0,0,0,0
HIST2H2BC,1,13,6,0
HIST2H2BE,253,628,301,12
HIST2H2AC,23,78,4,4
HIST2H2AB,0,16,0,0
BOLA1,173,191,4,0
SV2A,91,84,7,0
SF3B4,980,2350,348,16
MTMR11,440,273,0,4
OTUD7B,478,1563,1,0
VPS45,457,517,78,1
PLEKHO1,930,4938,4,1
ANP32E,897,1130,45,1
CA14,13,13,0,0
APH1A,3649,3501,16,0
C1orf54,740,252,11,1
MRPS21,1576,1954,142,4
PRPF3,1031,2423,43,0
RPRD2,521,671,6,0
TARS2,264,172,0,0
ECM1,870,1118,8,0
ADAMTSL4,363,426,11,1
MIR4257,0,2,0,0
MCL1,25805,60253,899,50
ENSA,4720,5392,95,3
GOLPH3L,312,610,32,0
HORMAD1,4,1,0,0
CTSS,1954,7524,723,41
CTSK,780,520,28,2
ARNT,1024,1622,22,1
SETDB1,578,966,7,0
CERS2,2748,5371,168,3
ANXA9,18,8,0,0
BNIPL,43,88,0,0
C1orf56,59,88,1,0
CDC42SE1,3312,11233,335,12
MLLT11,316,668,19,2
GABPB2,94,80,0,0
SEMA6C,64,28,0,0
TNFAIP8L2,184,158,1,0
TNFAIP8L2-SCNM1,0,0,0,0
LYSMD1,79,112,0,0
SCNM1,0,13,0,0
TMOD4,18,14,0,0
VPS72,696,1163,79,3
PIP5K1A,994,5706,20,6
PSMD4,2420,3589,25,1
ZNF687,209,395,0,0
PI4KB,1271,2891,13,2
RFX5,725,2249,27,2
SELENBP1,2896,1469,4,0
PSMB4,4169,10653,78,4
POGZ,1431,2978,17,0
CGN,499,1575,7,0
TUFT1,154,920,14,0
MIR554,1,3,0,0
SNX27,565,835,7,1
CELF3,0,4,0,0
RIIAD1,11,20,0,0
MRPL9,588,1268,53,6
OAZ3,27,17,0,0
TDRKH,65,147,0,0
LINGO4,0,1,0,0
RORC,84,116,0,0
C2CD4D,0,1,0,0
LOC100132111,0,2,0,0
THEM5,5,5,0,0
THEM4,412,314,0,0
S100A10,13889,26390,637,60
S100A11,8592,22842,7933,770
TCHHL1,0,0,0,0
TCHH,42,53,0,0
RPTN,0,2,0,0
HRNR,2,7,0,0
FLG,7,6,0,35
FLG2,0,0,0,14
CRNN,0,0,0,0
LCE5A,0,2,0,0
CRCT1,0,0,0,4
LCE3E,0,0,0,0
LCE3D,0,0,0,0
LCE3C,2,0,0,0
LCE3B,0,0,0,0
LCE3A,0,5,0,0
LCE2D,0,0,0,0
LCE2C,0,0,0,0
LCE2B,0,0,0,0
LCE2A,0,0,0,0
LCE4A,0,0,0,0
C1orf68,0,0,0,0
KPRP,0,2,0,3
LCE1F,0,0,0,0
LCE1E,0,0,0,0
LCE1D,0,0,0,0
LCE1C,0,0,0,2
LCE1B,0,0,0,0
LCE1A,0,0,0,0
LCE6A,0,0,0,0
SMCP,0,0,0,0
IVL,0,1,0,0
SPRR4,0,0,0,0
SPRR1A,0,0,0,0
SPRR3,0,0,0,0
SPRR1B,0,9,5,0
SPRR2D,0,20,7,0
SPRR2A,0,47,3,0
SPRR2B,0,0,0,0
SPRR2E,4,8,4,1
SPRR2F,0,3,0,0
SPRR2C,1,4,0,0
SPRR2G,0,0,0,0
LELP1,0,0,0,0
PRR9,0,0,0,0
LOR,0,1,0,4
PGLYRP3,0,0,0,0
PGLYRP4,0,7,0,0
S100A9,17606,5692,7115,832
S100A12,939,122,3302,254
S100A8,9683,1923,9382,738
S100A7A,0,0,0,0
S100A7,0,443,0,0
S100A6,29307,98676,2447,197
S100A5,0,7,0,0
S100A4,12751,6912,602,43
S100A3,183,3824,11,7
S100A2,64,4645,0,0
S100A16,3311,12831,47,5
S100A14,604,2252,9,0
S100A13,2977,2982,0,0
S100A1,10,28,0,0
CHTOP,1457,4101,162,5
SNAPIN,641,697,27,5
ILF2,3363,10251,160,0
NPR1,1860,450,6,0
INTS3,1139,3452,23,2
SLC27A3,840,461,0,2
GATAD2B,715,1645,49,2
DENND4B,865,1370,17,0
CRTC2,1272,3665,17,0
SLC39A1,2570,6198,46,2
CREB3L4,109,254,5,0
JTB,2887,5236,121,4
RAB13,3741,5736,70,12
RPS27,32464,50216,1717,138
NUP210L,15,34,0,0
TPM3,12470,14807,520,34
MIR190B,0,0,0,0
C1orf189,0,3,0,2
C1orf43,4042,5308,168,8
UBAP2L,1891,4007,113,6
HAX1,1526,2233,80,10
AQP10,5,6,0,0
ATP8B2,667,1309,1,0
IL6R,608,2741,36,0
SHE,1054,154,0,0
TDRD10,348,109,0,0
UBE2Q1,1437,2202,13,0
CHRNB2,6,5,0,0
ADAR,3438,8747,394,23
KCNN3,201,217,0,0
PMVK,896,377,7,0
PBXIP1,3089,1198,0,1
PYGO2,559,840,0,0
SHC1,5672,6942,119,8
CKS1B,232,377,0,0
MIR4258,3,5,0,0
FLAD1,686,972,2,0
LENEP,7,1,0,0
ZBTB7B,189,511,5,0
DCST2,48,13,0,0
DCST1,0,1,0,0
ADAM15,5506,1890,2,0
EFNA4,28,122,0,0
EFNA3,26,50,0,0
EFNA1,1659,4271,24,0
SLC50A1,561,1187,37,0
DPM3,694,464,2,0
KRTCAP2,1940,2278,214,11
TRIM46,41,28,0,0
MUC1,914,1418,63,1
MIR92B,0,0,0,0
THBS3,892,350,1,0
MTX1,555,432,0,0
GBAP1,72,41,0,0
GBA,454,782,3,1
FAM189B,165,269,0,0
SCAMP3,1128,2729,15,5
CLK2,1053,2139,49,0
HCN3,27,51,0,0
PKLR,0,1,0,2
FDPS,1712,2217,7,0
RUSC1-AS1,0,3,0,0
RUSC1,586,541,17,0
ASH1L,556,2948,36,0
MIR555,0,0,0,0
POU5F1P4,0,5,0,0
ASH1L-AS1,59,50,7,0
MSTO1,8,20,0,0
MSTO2P,32,96,0,0
YY1AP1,2092,6972,44,0
DAP3,1451,3881,36,1
GON4L,651,1072,9,0
SYT11,674,426,1,0
RIT1,685,2372,54,0
SCARNA4,0,6,0,0
RXFP4,0,1,0,0
ARHGEF2,1509,6532,93,3
SSR2,4180,9187,143,16
UBQLN4,615,1558,6,0
LAMTOR2,1175,875,11,0
RAB25,310,858,71,2
MEX3A,60,74,2,0
LMNA,11653,6685,44,3
SEMA4A,358,1737,107,11
SLC25A44,1436,2321,0,0
PMF1,418,459,13,2
PMF1-BGLAP,0,0,0,0
BGLAP,12,1,0,0
PAQR6,24,52,4,0
SMG5,1351,2676,14,0
TMEM79,39,142,0,0
VHLL,0,0,0,0
CCT3,3577,9098,131,14
TSACC,5,25,0,0
RHBG,0,0,0,0
C1orf61,0,15,0,0
MIR9-1,0,0,0,0
MEF2D,1928,2552,3,2
IQGAP3,19,27,0,0
TTC24,0,10,0,0
GPATCH4,989,1913,12,0
HAPLN2,68,0,0,0
BCAN,20,5,0,0
NES,3425,3057,3,0
CRABP2,216,614,1,0
ISG20L2,481,994,1,0
RRNAD1,321,385,12,0
MRPL24,1002,924,8,6
HDGF,4143,12929,356,39
PRCC,947,1838,18,7
SH2D2A,107,762,2,0
NTRK1,7,71,0,0
INSRR,0,15,0,0
PEAR1,1329,2181,11,4
LRRC71,28,63,0,0
ARHGEF11,679,1304,14,3
MIR765,7,4,0,0
ETV3L,0,36,0,0
ETV3,44,848,11,0
CYCSP52,3,4,0,0
FCRL5,54,20,0,0
FCRL4,15,4,0,0
FCRL3,1,218,0,0
FCRL2,2,27,0,0
FCRL1,6,3,6,0
CD5L,62,15,0,3
CD1D,66,36,0,0
CD1A,27,1,0,0
CD1C,37,15,0,0
CD1B,7,0,0,0
CD1E,42,1,0,0
OR10T2,0,0,0,0
OR10K2,0,0,0,0
OR10K1,3,0,0,0
OR10R2,0,0,0,0
OR6Y1,0,0,0,0
OR6P1,0,0,0,0
OR10X1,0,0,0,0
OR10Z1,0,0,0,0
SPTA1,9,4,0,0
OR6K2,0,0,0,0
OR6K3,0,0,0,0
OR6K6,0,0,0,0
OR6N1,0,1,0,0
OR6N2,0,1,0,0
MNDA,721,149,610,28
PYHIN1,29,185,0,0
IFI16,5243,9627,654,13
AIM2,42,51,49,0
CADM3,155,8,4,0
FCER1A,123,10,0,0
OR10J3,0,0,0,0
OR10J1,0,0,0,0
OR10J5,0,0,0,0
APCS,0,0,0,0
CRP,9,34,0,0
DUSP23,1128,708,11,0
FCRL6,38,104,0,0
SLAMF8,115,373,16,2
VSIG8,0,30,0,0
TAGLN2,28443,40997,678,70
IGSF9,1,31,1,0
SLAMF9,5,159,0,0
PIGM,118,187,0,0
KCNJ10,8,29,0,0
KCNJ9,0,0,0,0
IGSF8,386,425,27,0
ATP1A2,739,12,7,0
ATP1A4,11,3,0,0
CASQ1,5,30,0,0
PEA15,7555,30618,380,33
DCAF8,1995,2784,22,0
PEX19,1177,1107,48,0
COPA,1876,6349,359,3
SUMO1P3,12,17,0,0
NCSTN,1116,1552,173,12
NHLH1,18,6,4,0
VANGL2,206,443,2,0
SLAMF6,25,235,0,5
CD84,100,383,1,0
SLAMF1,698,985,58,3
CD48,369,1351,300,8
SLAMF7,222,1955,358,29
LY9,69,312,0,0
CD244,40,185,0,0
ITLN1,16,18,0,0
ITLN2,198,347,0,0
F11R,2041,9117,80,0
TSTD1,360,657,17,1
USF1,1735,2327,8,0
ARHGAP30,903,1026,3,7
KLHDC9,47,29,0,0
PFDN2,1785,7316,53,4
NIT1,525,1109,10,1
DEDD,1653,1800,42,11
UFC1,2034,2318,40,6
USP21,482,527,4,0
PPOX,288,224,0,0
B4GALT3,1257,3027,4,0
ADAMTS4,13272,23667,1019,38
NDUFS2,3779,7977,54,3
FCER1G,2171,6904,19418,1033
APOA2,0,0,0,0
TOMM40L,370,286,5,0
MIR5187,0,0,0,0
NR1I3,27,7,0,0
PCP4L1,15,32,4,0
MPZ,184,103,22,0
SDHC,931,953,15,1
FCGR2A,1020,3885,757,35
HSPA6,1302,35551,107,6
FCGR3A,959,1211,138,17
FCGR2C,19,45,14,0
HSPA7,275,1960,12,0
FCGR3B,535,32,894,24
FCGR2B,216,351,83,0
RPL31P11,8,1,0,0
FCRLA,2,24,13,0
FCRLB,16,38,0,0
DUSP12,397,934,10,2
ATF6,891,3740,88,3
OLFML2B,362,145,1,0
NOS1AP,10,22,0,0
MIR4654,0,0,0,0
MIR556,0,0,0,0
C1orf226,75,107,0,0
SH2D1B,8,166,0,0
UHMK1,984,1313,44,0
UAP1,2166,5609,69,3
DDR2,52,233,0,1
HSD17B7,164,213,0,0
RGS4,65,105,40,0
RGS5,8980,1443,146,5
NUF2,25,13,0,0
PBX1,1273,454,9,0
LOC100505795,0,0,0,0
LMX1A,1,2,0,0
RXRG,130,8,0,0
LOC400794,12,2,0,0
LRRC52,0,0,0,0
MGST3,2334,1685,36,1
ALDH9A1,1282,1831,50,2
LOC440700,3,2,0,0
TMCO1,935,2002,128,1
UCK2,972,3947,0,2
MIR3658,0,0,0,0
FAM78B,13,11,0,0
MIR921,0,0,0,0
FMO9P,0,0,0,0
POGK,735,2336,63,5
TADA1,117,275,5,0
ILDR2,20,16,0,0
MAEL,24,0,0,0
GPA33,201,6,0,0
DUSP27,12,1,0,0
POU2F1,468,1322,13,0
CD247,120,1193,4,3
CREG1,2088,12220,320,23
RCSD1,485,4016,48,0
MPZL1,1531,19094,59,1
ADCY10,3,78,0,0
MPC2,909,6519,45,1
DCAF6,1004,2797,12,4
GPR161,307,1160,2,2
TIPRL,705,2334,125,4
SFT2D2,39,219,0,0
ANKRD36BP1,8,20,0,0
TBX19,72,239,5,0
MIR557,0,0,0,0
LOC100505918,12,0,0,0
XCL2,22,36,0,0
XCL1,7,85,0,0
DPT,1448,334,2,0
LINC00626,0,0,0,0
ATP1B1,252,2731,138,1
NME7,103,324,7,0
BLZF1,107,599,31,1
SLC19A2,502,2188,9,0
F5,36,51,58,1
SELP,3594,544,19,1
SELL,544,410,9391,430
SELE,8443,1310,506,18
METTL18,95,180,8,0
C1orf112,49,77,0,0
SCYL3,162,225,14,0
KIFAP3,502,901,29,2
METTL11B,0,0,0,0
MIR3119-2,0,0,0,0
MIR3119-1,0,0,0,0
GORAB,105,663,4,0
PRRX1,693,6350,23,3
MROH9,6,32,0,0
FMO3,409,57,0,0
MIR1295A,0,0,0,0
MIR1295B,0,0,0,0
FMO6P,2,0,0,0
FMO2,1824,815,12,0
FMO1,27,5,0,0
FMO4,80,38,4,0
TOP1P1,16,23,0,0
PRRC2C,2999,12711,178,13
MYOC,240,15,0,0
VAMP4,525,780,10,0
METTL13,501,1046,23,0
DNM3,206,70,0,0
DNM3OS,151,378,1,0
MIR214,0,0,0,0
MIR3120,0,0,0,0
MIR199A2,0,0,0,0
C1orf105,1,0,0,0
PIGC,336,439,26,3
SUCO,361,1422,13,0
FASLG,2,92,0,0
TNFSF18,1,5,0,0
TNFSF4,31,60,1,0
LOC100506023,30,16,0,0
PRDX6,6146,7921,422,24
SLC9C2,5,1,0,0
ANKRD45,19,9,2,0
KLHL20,359,353,5,0
CENPL,38,124,5,0
DARS2,149,285,4,0
GAS5-AS1,8,16,0,0
GAS5,3618,13042,65,3
SNORD81,86,66,6,0
SNORD47,104,137,0,0
SNORD80,74,276,0,0
SNORD79,26,26,0,0
SNORD78,39,48,0,0
SNORD44,31,83,0,0
SNORD77,10,30,0,0
SNORD76,20,77,0,0
SNORD75,1,0,0,0
SNORD74,4,27,0,0
ZBTB37,28,56,0,0
SERPINC1,2,9,0,0
RC3H1,741,1612,60,0
RABGAP1L,660,777,174,5
GPR52,0,2,0,0
CACYBP,644,2131,25,0
MRPS14,384,637,29,0
TNN,12,3,0,0
KIAA0040,5823,3343,88,1
TNR,23,1,0,0
SCARNA3,0,1,0,0
PAPPA2,14,0,0,0
ASTN1,16,3,0,0
MIR488,0,0,0,0
SEC16B,130,22,0,0
RASAL2-AS1,29,51,0,0
RASAL2,744,2332,28,0
TEX35,0,0,0,0
C1orf220,5,1,0,0
MIR4424,0,0,0,0
RALGPS2,123,120,15,0
ANGPTL1,218,100,11,0
FAM20B,1062,1492,5,0
TOR3A,1432,600,17,0
ABL2,1450,5399,26,3
SOAT1,573,1981,65,5
AXDND1,14,0,0,0
NPHS2,2,1,0,0
TDRD5,2,0,0,0
FAM163A,0,8,0,0
TOR1AIP2,768,2374,62,6
TOR1AIP1,829,1882,76,3
CEP350,451,1321,16,0
QSOX1,2809,10770,30,1
FLJ23867,295,526,0,0
LHX4,3,28,0,0
ACBD6,609,555,4,0
MIR3121,0,0,0,0
XPR1,466,1667,66,0
KIAA1614,37,54,0,0
STX6,560,3777,38,2
MR1,349,696,52,0
IER5,1001,4239,58,7
CACNA1E,1,6,0,3
ZNF648,0,0,0,0
GLUL,23165,11050,1289,84
TEDDM1,6,5,0,0
LINC00272,0,0,0,0
RGSL1,0,0,0,0
RNASEL,157,165,14,0
RGS16,3980,4245,84,1
RGS8,0,0,0,0
NPL,346,473,44,3
DHX9,1653,6295,18,2
SHCBP1L,0,0,0,0
LAMC1,2166,8202,84,10
LAMC2,199,17292,293,13
NMNAT2,105,53,0,2
SMG7-AS1,3,41,4,0
SMG7,1220,3781,154,6
NCF2,1750,1089,232,17
ARPC5,4121,5443,484,27
RGL1,847,1054,108,8
APOBEC4,0,7,0,0
TSEN15,392,582,10,0
C1orf21,1329,1796,17,3
EDEM3,364,1097,22,1
FAM129A,1129,1797,204,6
RNF2,261,639,14,0
TRMT1L,200,395,47,0
SWT1,102,216,0,0
IVNS1ABP,2782,10003,743,37
HMCN1,276,158,4,3
MIR548F1,0,0,0,0
PRG4,55,63,5,0
TPR,1025,3132,8,2
OCLM,1,12,0,0
PDC,0,1,0,0
PTGS2,784,32635,479,29
PLA2G4A,66,478,1,0
RGS18,54,20,37,5
RGS21,0,0,0,0
RGS1,821,1077,40,2
RGS13,62,82,14,0
RGS2,5791,7029,96,6
UCHL5,390,713,3,0
TROVE2,256,744,8,0
GLRX2,138,420,14,0
CDC73,516,1597,19,0
MIR1278,0,0,0,0
B3GALT2,31,44,0,0
KCNT2,63,46,3,0
MIR4735,0,0,0,0
CFH,2811,1598,62,0
CFHR3,4,4,0,0
CFHR1,14,0,0,0
CFHR4,4,0,0,0
CFHR2,0,0,0,0
CFHR5,0,0,0,0
F13B,13,0,0,0
ASPM,6,26,0,0
ZBTB41,115,185,0,0
CRB1,3,2,0,0
DENND1B,125,155,0,1
C1orf53,25,3,0,0
LHX9,19,9,0,0
NEK7,1021,1059,3,2
ATP6V1G3,0,0,0,0
PTPRC,405,3325,315,16
MIR181B1,0,2,0,0
MIR181A1,0,0,0,0
NR5A2,340,168,0,0
ZNF281,84,648,12,0
KIF14,10,10,2,0
DDX59,410,587,13,2
CAMSAP2,968,1800,10,0
GPR25,6,2,0,0
KIF21B,172,1062,1,0
CACNA1S,11,4,0,0
ASCL5,0,0,0,0
TMEM9,733,629,11,0
IGFN1,17,561,0,0
PKP1,90,769,2,0
TNNT2,455,259,1,0
LAD1,78,877,22,6
TNNI1,2,22,0,0
PHLDA3,601,521,0,0
CSRP1,16701,8016,256,24
RPS10P7,9,3,0,0
NAV1,630,6895,47,0
MIR5191,0,2,0,0
MIR1231,0,0,0,0
IPO9,840,1955,49,3
SHISA4,134,84,0,0
LMOD1,3403,93,0,0
TIMM17A,1014,4166,64,2
RNPEP,1019,1015,7,0
ELF3,533,10979,40,5
GPR37L1,0,30,6,0
ARL8A,864,1908,105,6
PTPN7,119,514,7,0
PTPRVP,3,1,0,0
LGR6,206,78,0,0
UBE2T,31,58,0,0
PPP1R12B,2405,658,17,0
SYT2,30,16,0,0
KDM5B,512,3481,25,0
LOC148709,4,7,0,0
RABIF,213,448,30,3
KLHL12,498,601,36,0
ADIPOR1,2501,4905,207,17
CYB5R1,774,1341,0,1
TMEM183A,51,93,0,0
TMEM183B,0,0,0,0
PPFIA4,49,209,0,7
MYOG,1,0,0,0
ADORA1,51,17,0,0
MYBPH,8,11,0,0
CHI3L1,72,1223,624,36
CHIT1,257,1497,204,25
BTG2,10279,4667,58,3
FMOD,1762,2073,53,0
PRELP,3795,645,25,3
OPTC,4,0,0,0
ATP2B4,2366,11091,95,2
SNORA77,9,5,0,0
LINC00260,6,27,0,0
LAX1,29,63,0,0
ZC3H11A,1837,8309,24,1
ZBED6,2,229,4,0
SNRPE,1003,2371,62,0
LINC00303,1,1,0,0
SOX13,1179,501,4,0
ETNK2,111,148,0,0
REN,0,211,0,0
KISS1,0,28,0,0
GOLT1A,25,715,1,0
PLEKHA6,162,127,8,0
LINC00628,0,10,0,0
PPP1R15B,1406,8368,140,5
PIK3C2B,1370,5616,21,1
MDM4,545,1186,14,1
LRRN2,22,17,2,0
NFASC,1045,226,4,0
CNTN2,9,8,0,3
TMEM81,62,215,0,0
RBBP5,222,735,8,0
DSTYK,280,587,0,0
TMCC2,58,1238,3,0
NUAK2,49,3138,85,5
KLHDC8A,0,1,0,0
LEMD1-AS1,6,0,0,0
LEMD1,0,1,0,0
MIR135B,0,0,0,0
CDK18,295,1037,0,1
LOC284578,49,12,0,0
ELK4,703,2444,46,0
SLC45A3,37,124,2,0
NUCKS1,4341,4623,64,2
SLC41A1,970,8288,58,0
PM20D1,17,39,0,0
LOC284581,0,3,0,0
SLC26A9,38,372,6,1
FAM72A,9,7,4,0
AVPR1B,0,1,0,0
CTSE,152,1771,307,30
SRGAP2C,10,1,0,0
SRGAP2B,0,0,0,0
SRGAP2,623,1091,0,3
IKBKE,107,282,8,2
RASSF5,740,3410,50,5
EIF2D,888,524,4,0
DYRK3,199,1850,0,0
MAPKAPK2,3762,6069,15,0
IL10,44,838,51,0
IL19,6,94,0,0
IL20,0,17,6,0
IL24,125,2006,5,0
PIGR,449,1914,168,15
FCAMR,0,257,0,0
C1orf116,784,1313,8,2
YOD1,68,885,31,4
PFKFB2,234,662,4,5
C4BPB,0,33,0,0
C4BPA,733,865,33,8
CD55,2660,13521,1154,91
CR2,7,28,0,0
CR1,57,64,24,3
CR1L,0,138,0,0
CD46,2083,3759,73,5
MIR29C,71,251,0,0
MIR29B2,19,61,0,0
LOC148696,0,72,0,0
CD34,7064,185,5,0
PLXNA2,1912,4485,0,0
MIR205HG,3,34,0,0
MIR205,0,0,0,0
CAMK1G,12,395,36,1
LAMB3,231,14254,63,10
MIR4260,0,8,0,0
G0S2,3974,35099,1389,73
HSD11B1,126,1306,33,2
TRAF3IP3,114,506,8,0
C1orf74,18,68,0,0
IRF6,152,1129,12,2
SYT14,1,0,0,0
SERTAD4-AS1,108,124,0,0
SERTAD4,52,33,0,0
HHAT,110,30,0,0
KCNH1,38,5,0,0
RCOR3,566,565,10,0
TRAF5,408,954,0,0
LINC00467,68,29,3,0
RD3,4,0,3,0
SLC30A1,146,237,2,0
NEK2,13,7,0,0
LPGAT1,695,1480,51,1
INTS7,142,321,0,0
DTL,10,27,0,0
MIR3122,0,0,0,0
PPP2R5A,1779,1754,35,4
